Name,Grid Error,Surface Error,Importance Error
32770,0.11255140736103995,0.0032230085,0.014337010510452592
34783,0.0608221393389897,0.0029410853,0.01047200327780863
34784,0.05972341193167467,0.0037196802,0.010554867058644382
34785,0.1318870760125291,0.0031566,0.01573553306128394
35269,0.1415842218409506,0.0030741808,0.017223988185805148
36069,0.12479545609324995,0.0017080562,0.013680411447195676
36075,0.07363756566614611,0.0016672534,0.008787831643311912
36082,0.1286781375051154,0.0011521537,0.013826281218881666
36086,0.09774565420607516,0.0015723992,0.011027396445174992
36088,0.2253613689991181,0.0024114687,0.024258085364769665
36090,0.04423537022541477,0.0010306451,0.005203012063501571
36091,0.04991462468929442,0.0019380926,0.006549686061727984
36092,0.08104256411769337,0.003050206,0.011040301241045516
36371,0.09984655257774525,0.0020084453,0.012071592036044845
36372,0.12314872717455627,0.0015513623,0.01349935896934657
36373,0.06804278241646765,0.0017643461,0.00845141634390383
36374,0.11354761451936088,0.0019222029,0.013108340964748215
37003,0.06247295817043432,0.0043806313,0.010050123774090102
37004,0.060537027278864786,0.0028124456,0.009345949496005847
37009,0.11304069643554512,0.004272825,0.01482601943203908
37010,0.1238569428660303,0.0033266842,0.015063150916841583
37011,0.20795781205960817,0.0038495455,0.024566702349233114
37012,0.10806771632333734,0.0032529389,0.015652788277474662
37065,0.059127456104018414,0.0027336834,0.008703359402373973
37091,0.08225182754942385,0.0026747894,0.010621656988402067
