Name,Grid Error,Surface Error,Importance Error
37772,0.09982683583226325,0.003111458,0.012557706132745311
37785,0.055200866579079286,0.005269303,0.010523331362520925
37786,0.10157155052989975,0.0026721738,0.012484064980272228
37787,0.11165380006159113,0.0033628363,0.01403235047532973
37788,0.06915708979772037,0.0036949264,0.010191138582652547
37789,0.10948672634391841,0.0048961006,0.015616413256178418
37825,0.16697707427732414,0.0018293707,0.018360633749823375
37841,0.04319239448817266,0.0035825507,0.00848366646080235
37861,0.09434198164400244,0.0039342893,0.012840915081622566
37863,0.07142852550177328,0.0018134973,0.008686503406146694
37864,0.17943127985484358,0.0019450873,0.019496235355662656
37865,0.11670113573014787,0.0020265193,0.013229650906273637
37866,0.1382322926237326,0.0025190294,0.015814784365793186
37868,0.13500404677084155,0.0035424866,0.016513789282498807
37879,0.060917157894596174,0.0026619944,0.00977612335159399
37880,0.09197865983830775,0.0036727237,0.012573006836208718
37881,0.052318628555156316,0.0044311895,0.009270318103689463
37883,0.044136837114574466,0.0033770825,0.0074746836257590585
37885,0.05505702618692935,0.0017182515,0.00688841130337371
37886,0.05435858529748679,0.0042524096,0.009390810308916097
37887,0.06662955388326591,0.0039000094,0.010448871093293548
37888,0.05753460459886601,0.002282042,0.007810051842587893
37890,0.10333485483371288,0.0032581126,0.013632713290983225
37928,0.03224999030479946,0.001274081,0.004416172008083866
37962,0.12120953436251253,0.0032230713,0.015377074776605935
37964,0.09040621044687577,0.0019875655,0.010684557122481972
37965,0.08882646054829609,0.004171275,0.012428320274390649
37966,0.08902119826997001,0.0017051302,0.010300224054052991
37967,0.14760924277788143,0.001900494,0.016304354254668404
37968,0.10657277156327435,0.0018990152,0.012319607973391914
37969,0.16616149048173812,0.003527754,0.019608547123032807
37972,0.12207528032280147,0.0041063554,0.015841862353743942
37989,0.10993966603148578,0.0020324355,0.014005999607721135
37991,0.08514803295154989,0.0034679496,0.011628705295233558
37992,0.16032567654665275,0.003126121,0.018560100207885646
38009,0.10621655758302541,0.0036186988,0.013979749498709546
38035,0.10712909567323406,0.0017420609,0.012050461356144656
38066,0.09225758908472147,0.0021833284,0.011181926404889584
38087,0.19267183038154512,0.002526722,0.02287778456858538
38091,0.12391724178667997,0.0027130481,0.015633143397394255
38094,0.14793802402030393,0.0015806792,0.016105184040480284
38095,0.18557516211354186,0.0027661037,0.02086735616902079
38096,0.10104890226290843,0.0015542783,0.011365845188544967
38110,0.10719106502360425,0.0024204457,0.012823501895530321
38111,0.1586606801696666,0.003313551,0.01879431073837428
38112,0.06447838323251408,0.0029322223,0.009077740312704042
38157,0.1193170555243702,0.004781531,0.01613060085907501
38261,0.09139166509284552,0.0019099045,0.010815828427721443
38290,0.13157190281695003,0.00091593474,0.014005376582024312
38291,0.060289941984365256,0.0014461611,0.007172768432632962
