Name,Grid Error,Surface Error,Importance Error
37284,0.0035525649166941045,0.008206467,0.007660009502141406
37285,0.004895033852433114,0.0055451063,0.005450373739043399
37286,0.004667558470332944,0.009721327,0.009476722729511718
37287,0.01050800304214178,0.015259723,0.015148070050757112
37288,0.0058694856909094284,0.011358601,0.010851829194904227
37289,0.005274990714137726,0.011602118,0.011313894390206563
37303,0.008668825271503545,0.008821785,0.008396223816276093
37304,0.0061836343518629775,0.014973292,0.014026605883764703
37322,0.004274507720526565,0.004003395,0.004040862284278567
37323,0.003794343234060627,0.0040375926,0.004062854349491192
37325,0.009042351956541276,0.010446708,0.010826259675329108
37326,0.0038804629977098252,0.009165858,0.008803596795421078
37327,0.00590203520397904,0.010660971,0.011055300482011466
37328,0.005579526356880069,0.006561809,0.007383845936771658
37329,0.005560618811146286,0.012179701,0.012288683056158179
37330,0.008425116240039323,0.011127111,0.011358163187151226
37331,0.005211950709327369,0.011639325,0.011507357658928408
37332,0.005602966537330397,0.013631866,0.012930562756918328
37335,0.007104844624798327,0.0087071275,0.009067820095764083
37358,0.006325533464076456,0.011712414,0.01163685973887233
37361,0.005870761167656608,0.009620074,0.009657100915789441
37365,0.005333330340238714,0.011420071,0.011465457240332723
37366,0.006245632810755575,0.012732942,0.012680034630607876
37384,0.005587988184624894,0.007949373,0.007749794841162722
37402,0.011237038865061073,0.011111599,0.011053569926168781
37404,0.006311523506944282,0.009166708,0.00887015709311558
37415,0.007463122262693065,0.012707008,0.011287127064740882
37416,0.017980334531254978,0.013792349,0.012913980859795181
37506,0.004529689983597769,0.008094179,0.007736409758545234
37568,0.01441445833756859,0.009332758,0.009892872221514611
37569,0.005742243029357954,0.009758016,0.009463913791845524
37620,0.00333260991911649,0.0042454465,0.0040700492703434924
37621,0.005237487653817614,0.004955548,0.004955049469269029
37622,0.004441187486235673,0.005617416,0.005546127281089478
37627,0.004931337611691996,0.005467155,0.005405035624103462
37653,0.00900122736098337,0.010969512,0.011122150935417713
37730,0.00781994581280999,0.016727246,0.014891115356615895
37731,0.006066283717536438,0.014424955,0.01267722691286183
37743,0.003491692480273102,0.004443007,0.004432259874982707
37744,0.010658348962591695,0.008420212,0.008765061905756953
37745,0.007445081066494426,0.0058660987,0.006040098449059557
37746,0.007162273515016942,0.0062104473,0.006220089739580621
37747,0.007456948575559454,0.005648623,0.005805421419040987
37748,0.005859862360122117,0.009469632,0.008642640994931146
37749,0.005795328175527658,0.01069963,0.009936739878864089
37750,0.0041703541603462305,0.009153965,0.008661418529558113
37751,0.006717006148679393,0.011697673,0.010986860595447286
37765,0.011312096454146478,0.0067822267,0.00740958418836086
37766,0.010180572068240681,0.0074450364,0.007616987537749756
37772,0.0044623190715124255,0.009023347,0.00819681705765751
