Name,Grid Error,Surface Error,Importance Error
37093,0.00611890330965869,0.001687118,0.002495113248818833
37095,0.007757180146119783,0.0030907188,0.003915008685331895
37111,0.010539743039002028,0.002670512,0.005805383556969799
37137,0.010516457555807355,0.002825043,0.006338922883629764
37179,0.01038737904588822,0.0026843487,0.003645114090265135
37211,0.009278218434603407,0.0027854713,0.004893069889857455
37213,0.009433500686709046,0.0017208499,0.003700672321851183
37215,0.008703486057714486,0.0024758244,0.004152080596049768
37217,0.009942512227679666,0.0039308076,0.004935923994082281
37219,0.011056836652168625,0.0017592981,0.003214399814128142
37221,0.00991759667942007,0.0030420981,0.004194268074984692
37223,0.007730880575837928,0.0025034565,0.0037765977818853967
37225,0.007296781389633422,0.0022266284,0.0034687360824142764
37227,0.01046025952889258,0.0024416747,0.004002887770828199
37229,0.008050714305457896,0.0027568035,0.003638840156697542
37266,0.011075074093526685,0.002338322,0.005055373339247855
37267,0.010531710428582978,0.0025059134,0.004557702853844489
37272,0.006141060597852865,0.0019041728,0.0026189519656716885
37274,0.00832887093320884,0.002703004,0.003555989088867813
37275,0.007567932699230049,0.0026204847,0.0038401025031797775
37276,0.007510427778742101,0.0016405616,0.002494926490599327
37278,0.008587064654089654,0.0020341252,0.0029749102708720426
37280,0.009531818734034664,0.0023035589,0.0035039598007380783
37282,0.008613834377168611,0.0024394733,0.0036933221768303097
37283,0.008078455410056197,0.0019265155,0.002847808901096379
