Name,Grid Error,Surface Error,Importance Error
32770,0.006252142854973343,0.017048044,0.015475633610136217
34783,0.005901633412921376,0.010040503,0.009748462733558004
34784,0.00613572776996915,0.008944539,0.009000071018208919
34785,0.004321585560269249,0.006187924,0.006025381079104021
35269,0.006980125284165065,0.014227843,0.013288138255568892
36069,0.004891973168952198,0.006587082,0.006416846523744136
36075,0.006184733006333507,0.008294481,0.008259799824297661
36082,0.004811850713232879,0.006911559,0.00662256514064191
36086,0.005033789672405427,0.0068926774,0.006759861789515819
36088,0.027993420591419172,0.007922183,0.009721684044789262
36090,0.003642708992935597,0.005904933,0.005859468690146074
36091,0.004115910961718168,0.006783133,0.006359103253301182
36092,0.0065282509773563445,0.010693178,0.010017527079364489
36371,0.006938002124012037,0.012909785,0.012175286123359634
36372,0.004824653178326273,0.006457132,0.00636685868722631
36373,0.007373391840513047,0.006690749,0.006683656471048218
36374,0.012238851453238534,0.016096935,0.015868259731207146
37003,0.0057878224883799465,0.014977444,0.012509676991526721
37004,0.005163797569039736,0.0110792555,0.010895741949775693
37009,0.008429565662250362,0.014662086,0.013579427318910842
37010,0.0061580972546431394,0.012964921,0.011142414616013738
37011,0.006633355837957774,0.014009816,0.013426090327866035
37012,0.007229933941923686,0.00942795,0.01046709962442598
37065,0.0044207856346018285,0.010514944,0.009915696721058622
37091,0.004216669274769208,0.007564115,0.007153841243560696
