Name,Grid Error,Surface Error,Importance Error
37284,0.006109640873333962,0.0015974242,0.0026310632451748113
37285,0.008128974154585246,0.0014696416,0.0024243929018044033
37286,0.008038256646487767,0.00253709,0.00397603336358097
37287,0.008310446813858112,0.0021079588,0.0038985896592468442
37288,0.007584789788339758,0.0025106769,0.0038051787947081884
37289,0.008434728958100992,0.0023213536,0.0036704107756709084
37303,0.012576195434545658,0.0021452606,0.003446405294263692
37304,0.008809797066439026,0.0023215096,0.00410452820135586
37322,0.007671934306888215,0.0029322815,0.003746222026896737
37323,0.0066471016333629765,0.0017738112,0.002420479636051127
37325,0.012121840185057757,0.0027849912,0.0060613854372381
37326,0.007094141119745011,0.00181746,0.003739297948600441
37327,0.006962229807358301,0.0023481483,0.005684167097664558
37328,0.006508912349166223,0.0020193858,0.00442766353531833
37329,0.007957920179949046,0.002008624,0.006149171396336521
37330,0.007015930422974055,0.0026132618,0.005348071308179803
37331,0.009593816201182676,0.0024172375,0.005471177679098241
37332,0.006661039119333164,0.0022300952,0.0042172316914836794
37335,0.011900152503528192,0.0027560955,0.00400309446787489
37358,0.009829010830298357,0.0036698363,0.005669460477868535
37361,0.007536792020601285,0.0026353102,0.004263326053359406
37365,0.008706709052336172,0.0018453526,0.005862820504314197
37366,0.010223403257199334,0.001961521,0.004386426988267949
37384,0.01163587248510576,0.003960037,0.005079900542362079
37402,0.017218069329913394,0.0029219422,0.005801059154417694
37404,0.009905907831461266,0.0023134628,0.003318024049429825
37415,0.013801123728230521,0.0022516667,0.004986527075766188
37416,0.022498494227221534,0.0033298172,0.005357027122842661
37506,0.006532560917221882,0.0016696859,0.002811778226222315
37568,0.018245194967516844,0.0019446485,0.004283582598120007
37569,0.012001145205024894,0.0025592255,0.00410772642167679
37620,0.007257374315055796,0.0026949164,0.003265989374941336
37621,0.00784661960921708,0.0021381155,0.002898826421179646
37622,0.010774992320396817,0.0028220038,0.003811482080522277
37627,0.00662374534475775,0.0019282638,0.002571724919376449
37653,0.011815393217476844,0.0024488224,0.005735433621558367
37730,0.012065899006515605,0.003821203,0.004996897414714377
37731,0.010519769661959966,0.003172771,0.0038802751835865907
37743,0.006895664616692014,0.0024297,0.003019444903517864
37744,0.010227379345377654,0.0023093962,0.0033520679260894176
37745,0.010145593641212024,0.001898802,0.003105889856736517
37746,0.01092348860308016,0.0028289557,0.0038059566540560464
37747,0.009757862719403286,0.0018518682,0.0028009473066224477
37748,0.008879252636779114,0.0030250512,0.003741879888903681
37749,0.006132240410585841,0.001865822,0.0027569753121428043
37750,0.005596117283222303,0.0021131076,0.004435538688701385
37751,0.010421120726278753,0.0026889856,0.0043034369651181814
37765,0.01364481423860345,0.0012893416,0.0027212080574119837
37766,0.01267644512741173,0.001757267,0.0031761352365427854
37772,0.010008470346651923,0.003089467,0.0041440674749814955
