Name,Grid Error,Surface Error,Importance Error
37284,0.004744178543488259,0.007301643,0.007288897426581079
37285,0.0052395553387102785,0.006520818,0.006298827496925717
37286,0.004060902613456832,0.009694142,0.009391867794000102
37287,0.005226349576888357,0.010508827,0.01028448503961853
37288,0.006909708553713563,0.012024497,0.01149692174394569
37289,0.00525061177710558,0.010977274,0.01082381194321684
37303,0.010702195347132223,0.01045729,0.010419401646244978
37304,0.007186516766357063,0.013189982,0.012433736950639034
37322,0.005430368816271825,0.0045724013,0.0047189486541236204
37323,0.008188779991394822,0.0074324803,0.007512440301518932
37325,0.00863880484645305,0.011258268,0.011533367255514501
37326,0.005114989577811263,0.007142132,0.007368526089945924
37327,0.005625004566909134,0.009718104,0.01041147128802214
37328,0.004730601314495487,0.0133432085,0.01280108401329113
37329,0.00559045264226224,0.008219806,0.009447039710073452
37330,0.0049161924204065705,0.0062085814,0.0070689939620794335
37331,0.0055437847212770645,0.009451065,0.009714108824084888
37332,0.008858511332801952,0.014151188,0.013588521779184261
37335,0.007621096217605007,0.007734674,0.008714511042361163
37358,0.006087459162093517,0.011954712,0.011811242038563562
37361,0.007458617283800066,0.0087782005,0.009224865366811734
37365,0.007889474268487079,0.011360266,0.011708103898928571
37366,0.007063796555115908,0.011297731,0.011610608725209495
37384,0.007578617406037672,0.008695717,0.008552651725764308
37402,0.011530345548546692,0.013304422,0.012839324112373356
37404,0.007064893965858008,0.012527035,0.011815853770944627
37415,0.008528547991017243,0.012373435,0.010876169527083843
37416,0.017847165048996062,0.019444834,0.017587418874432215
37506,0.004532910994667891,0.009725703,0.00913843114386562
37568,0.01363631192642107,0.009668733,0.010108822644075562
37569,0.007554447664298925,0.010974001,0.010666933627155066
37620,0.0035197200279980623,0.004036841,0.003986483026952492
37621,0.00727114836432822,0.0071158484,0.00708495664194857
37622,0.0028939935175566313,0.0072364034,0.006775243747974365
37627,0.006195879090598142,0.0063115624,0.006291514292738338
37653,0.011514036068472368,0.01442726,0.014695482082177316
37730,0.005722031647991533,0.014006809,0.01234335099299109
37731,0.005175213346274027,0.010958401,0.009551882794994571
37743,0.0035246931817576807,0.0049338997,0.0048595609647806995
37744,0.007700420400655161,0.0061950996,0.006468105820044567
37745,0.008788283079758872,0.008381387,0.008354855408539443
37746,0.0069167364735581325,0.0052676806,0.005538568710923208
37747,0.0072007682796144,0.005522052,0.005661302068002808
37748,0.005625280916285994,0.0091968365,0.00826086252590041
37749,0.004313562900392526,0.009038291,0.008198515465192676
37750,0.005139731236106798,0.008080151,0.007948470961187844
37751,0.006775626012380043,0.012220572,0.01151660574020515
37765,0.011279199794262394,0.0055165943,0.005937772068734057
37766,0.010537229563871228,0.010998494,0.011029719054124585
37772,0.006267396319623896,0.009598892,0.00885508713446609
